conversation_root_id,tweet_id,customer_message,intent,context
2320835,2320835,Pardon @120533 mais d’ici mercredi il y a 2 jours ouvrés ! https://t.co/VIdkVeiMyO,Other/Unclear/non-substantive,"CUSTOMER: Pardon @120533 mais d’ici mercredi il y a 2 jours ouvrés ! https://t.co/VIdkVeiMyO
AmazonHelp: @672591 Bonjour, nous venons de répondre à votre DM. ^FA"
724600,724600,@116316 Warum arbeitet ihr immer noch mit @1713 ? Ich brauche einen verlässlichen Zusteller😡😡😡 Oder fördert ihr Selbstabholer?😎,Other/Unclear/non-substantive,"CUSTOMER: @116316 Warum arbeitet ihr immer noch mit @1713 ? Ich brauche einen verlässlichen Zusteller😡😡😡 Oder fördert ihr Selbstabholer?😎
AmazonHelp: @293550 Ist eine Abholstation vielleicht eine Alternative für dich? https://t.co/V0Mayzz5gN Liebe Grüße ^DW"
526145,526145,"@AmazonHelp  Cant order my One Plus 5T.

Peculiar ERRROR being shown! https://t.co/AwXzhePT4r",Delivery and order fulfillment,"CUSTOMER: @AmazonHelp  Cant order my One Plus 5T.  Peculiar ERRROR being shown! https://t.co/AwXzhePT4r
AmazonHelp: @241738 I'm sorry, may I please know if it is the first time you are trying to place this order? ^SI
CUSTOMER: @AmazonHelp Yes,
AmazonHelp: @241738 Please reach out to us from the link here: https://t.co/TxK11z5H93 and we will assist you further. ^HR"
352599,352599,"Guys plz be careful wn U order 4m amazon.have ordered a product &amp; received Stones in it,wn cld customrCre no response @115850 @AmazonHelp https://t.co/uiMSMwts5w",Delivery and order fulfillment,"CUSTOMER: Guys plz be careful wn U order 4m amazon.have ordered a product &amp; received Stones in it,wn cld customrCre no response @115850 @AmazonHelp https://t.co/uiMSMwts5w
AmazonHelp: @199577 Apologies, I request you to please share the details here: https://t.co/cQVomR1pWz and we'll get back to you soon. ^SK"
1491865,1491865,@AmazonHelp Been waiting for a one day delivery for 5 days now and ur customer services are useless :/ what's going on?,Delivery and order fulfillment,"CUSTOMER: @AmazonHelp Been waiting for a one day delivery for 5 days now and ur customer services are useless :/ what's going on?
AmazonHelp: @466457 Hi, that's not good! What is the most recent info we provided? ^TS
CUSTOMER: @AmazonHelp 'Phone back in 2 hours' 😕
AmazonHelp: @466457 Hi Jasmine- What is the reason for the call back? ^NV
CUSTOMER: @AmazonHelp Something about a system failure? The main issue is why do I bother with prime if im not gonna get 1 day delivery? And be messed about 😤
AmazonHelp: @466457 Apologies - what's the order status ? Is the delay with the dispatch or the carrier ? ^TD
CUSTOMER: @AmazonHelp Its been saying this for a week now, but the dates keeps changing. I ordered it on the 29th October with 1 day delivery not 1st Nov :/ https://t.co/ONHTN90uWX
AmazonHelp: @466457 Did they say anything else other than the call back? Did they email you afterwards? ^PK"
248620,248620,"@115850
DearTeam why not Return pickup my product
What happened
I want to Return bad product
Why not picking Product ID-
4__credit_card__","Returns, refunds, and charges","CUSTOMER: @115850 DearTeam why not Return pickup my product What happened I want to Return bad product Why not picking Product ID- 4__credit_card__
AmazonHelp: @175067 Don’t provide your order details as it is personal information. Our Twitter page is visible to public.(2/2) ^RS
CUSTOMER: @AmazonHelp What I do ??? Whatwere . . Why u nit pickup Return telle It's ur team sharmless .... Do u understand Don't give me what I do ??? Fake Amazon
AmazonHelp: @175067 Please get in touch with our support team using the link provided earlier. ^AG
CUSTOMER: @AmazonHelp 9821215658  Call.back me
AmazonHelp: @175067 You may request an immediate call from us by submitting your details here: https://t.co/vlvfJr4nN9. ^HK
CUSTOMER: @AmazonHelp I'm already updated my details  Kindly find you and revert me
AmazonHelp: @175067 Thanks for the update. Our team would reach out to you soon. ^VM"
1249441,1249441,"Eae @117086 , esqueci de fazer algo, ou realmente ta dando o prazo de entrega e ainda nem foi mandado? Help https://t.co/t70V7b3or1",Other/Unclear/non-substantive,"CUSTOMER: Eae @117086 , esqueci de fazer algo, ou realmente ta dando o prazo de entrega e ainda nem foi mandado? Help https://t.co/t70V7b3or1
AmazonHelp: @413142 Olá, bZ. Lembre que o pedido pode ser enviado antes ou durante o prazo de entrega indicado. ^CR
CUSTOMER: @AmazonHelp Certo, mas significa que o pagamento ja foi aprovado certo? Pois tinha ocorrido uns imprevistos e pensei que poderia não ter aprovado ainda
AmazonHelp: @413142 Nós não temos acesso à sua conta, recomendo entrar em contato com o SAC, para eles conferirem: https://t.co/qGpkDwGRhX ^CR"
1746075,1746075,On day 6 of “1 day” delivery ordeal.  I honestly can’t recommend @115821 Prime as long as they continue to use IntelCom for ‘delivery’.,Delivery and order fulfillment,"CUSTOMER: On day 6 of “1 day” delivery ordeal.  I honestly can’t recommend @115821 Prime as long as they continue to use IntelCom for ‘delivery’.
AmazonHelp: @235307 I'm sorry to hear about the delay. Without posting account info, can you tell us more? What options were given when you called?^LI
CUSTOMER: @AmazonHelp / yet another bad experience with Intelcom: they are killing the Amazon Prime experience.
CUSTOMER: @AmazonHelp They offer $5 discount. I don’t want discounts—I just want stuff delivered with minimal hassle. Main reason for contacting was to document /
CUSTOMER: @235307 @115821 Yeah my ""1 day"" from them was yesterday, so still in the realm of ""1st world problems"" but yeah we are paying for this service.
AmazonHelp: @526453 What's the delivery date and most recent tracking shown here: https://t.co/PyACxvY8Qo ^LI
CUSTOMER: @AmazonHelp Thanks for reaching out, DM'd the info! =)"
815576,815576,Todays stream is gonna be delayed 😩 Still waiting on @115830 to deliver my One X and other bits which should've arrived yesterday 😞,Delivery and order fulfillment,"CUSTOMER: Todays stream is gonna be delayed 😩 Still waiting on @115830 to deliver my One X and other bits which should've arrived yesterday 😞
AmazonHelp: @314209 Apologies for the delay, have you checked the tracking? You can check the status here: https://t.co/aaDyEz1VgE ^CN
CUSTOMER: @AmazonHelp I have checked, just annoyed that I'm paying for Prime &amp; my package is late. My order's been out for delivery since 10:30 yesterday morning. https://t.co/AntsGAxO5i
AmazonHelp: @314209 I'm sorry to hear that, its not what we want you to experience, contact us here: https://t.co/JzP7hlA23B for more info ^AS
CUSTOMER: @AmazonHelp Thank you for your help. Tracking now says it should be here by 2:15 🤞
AmazonHelp: @314209 Glad to hear it. ^MC"
320082,320082,"@AmazonHelp ciao. Ho i miei ordini iscriviti e risparmia programmati per il 13, voi avete scritto 16. Ma io in quella data e dopo non ci son",Other/Unclear/non-substantive,"CUSTOMER: @AmazonHelp ciao. Ho i miei ordini iscriviti e risparmia programmati per il 13, voi avete scritto 16. Ma io in quella data e dopo non ci son
AmazonHelp: @192284 Per ricevere assistenza puoi contattare il Servizio Clienti tramite questo link: https://t.co/BIaIKN23YO. A presto! ^CS"
2869552,2869552,"amazon名乗る架空請求?ってやつっぽいのきたんだけどww

絶対関係ないやつ😂😂

一瞬金払ってないかと思ったし
怖い怖い",Other/Unclear/non-substantive,"CUSTOMER: amazon名乗る架空請求?ってやつっぽいのきたんだけどww  絶対関係ないやつ😂😂  一瞬金払ってないかと思ったし 怖い怖い
AmazonHelp: @796862 当サイトの名を騙るフィッシングや架空請求詐欺が増えております。そのようなメールに記載されているURLや番号はクリックしないようお気を付けください。Eメールの見分け方については、こちらをご参照ください。https://t.co/r6R7EU9RIb YM"
475076,475076,Amazonで欲しかった物を購入。３～４年くらい前のDVDだから初回版が新品で手には入るなんてと嬉しかったが届いたら未開封なのにバッキバキ(  ；∀；)交換してくれるかなぁ。在庫あるだろか？ https://t.co/Cj5DRdlwWc,Other/Unclear/non-substantive,"CUSTOMER: Amazonで欲しかった物を購入。３～４年くらい前のDVDだから初回版が新品で手には入るなんてと嬉しかったが届いたら未開封なのにバッキバキ(  ；∀；)交換してくれるかなぁ。在庫あるだろか？ https://t.co/Cj5DRdlwWc
AmazonHelp: @228061 商品に損傷があり、申し訳ございませんでした。在庫状況や販売元の種類によって交換または返品を承ります。手続き方法についてはこちらのヘルプページをご参照下さい。 https://t.co/Gqx5pV5VOm EK
CUSTOMER: @AmazonHelp ありがとうございます。
AmazonHelp: @228061 ご返信いただきありがとうございます。お手続きなどについてまたご不明な点などございましたら、お知らせください。この度は申し訳ございませんでした。ET"
1384190,1384190,"Bad experience , not a sense of customer Service or cost saving at all..... @115830 #disappointed",Customer service escalation and feedback,"CUSTOMER: Bad experience , not a sense of customer Service or cost saving at all..... @115830 #disappointed
AmazonHelp: @442124 I'm sorry to hear we've disappointed you! Without posting personal account information, can you tell us more? ^KP
CUSTOMER: @AmazonHelp Have dm you"
2605237,2605237,"@AmazonHelp Hola, voy a hacer un pedido y estoy en la fase de opciones de envío, cómo se si me cuesta dinero el envío? No pone nada",Other/Unclear/non-substantive,"CUSTOMER: @AmazonHelp Hola, voy a hacer un pedido y estoy en la fase de opciones de envío, cómo se si me cuesta dinero el envío? No pone nada
AmazonHelp: @737116 Hola, Rachel. El monto total que se cobrará, incluyendo los costos de envío, se mostrará antes de finalizar el pedido. ^CR"
1719214,1719214,Even amazon don't know where is my order 402-2171418-4409164. @115850 @115851 @120319 @21602,Delivery and order fulfillment,"CUSTOMER: Even amazon don't know where is my order 402-2171418-4409164. @115850 @115851 @120319 @21602
AmazonHelp: @520462 I understand your concern regarding the order. Please share your details here: https://t.co/GIJyeYqKE0 and we will get in touch with you. Also, please don’t provide order details as we consider them to be personal info. Our Twitter page is visible to public. ^BS"
2309713,2309713,Two out of Five of my last same-day @115821 packages have been “lost” by the amazon shipping service “AMZL US” is this common?,Delivery and order fulfillment,"CUSTOMER: Two out of Five of my last same-day @115821 packages have been “lost” by the amazon shipping service “AMZL US” is this common?
AmazonHelp: @658826 I'm really sorry to hear about the recent delivery issues! We'd like to escalate this to our transportation department with Amazon Logistics for you. At your convenience, please provide us more details here: https://t.co/rrnV93jl4e ^BV
CUSTOMER: @658826 @115821 At least they shipped ... I have a package unshipped with delivery date yesterday and all AMZL US deliveries never follow delivery instructions provided and only to come back after 2 days ... I have one in pipeline
AmazonHelp: @670098 I'm sorry for the poor experience with the shipping of your recent order. Please confirm, have we missed the delivery date stated in your order confirmation here: https://t.co/IF9XnzRYMd? ^SE
CUSTOMER: @AmazonHelp Yes ..  two customer support agents via chat promised delivery today for 2 orders .... none showed up ... I asked the 3rd agent to cancel both the orders
AmazonHelp: @670098 Thank you for clarifying for us. I'd like to get this escalated for you. When you're free, please send us some details about your order here: https://t.co/HdSTrX4Ix8 ^DW"
