conversation_root_id,customer_message,amazonhelp_response
2355185,@115850 171-7088954-6760329 still I've not received my mobile,"@661265 My apologies for teh delay in delivery, Ajay. Please reach out to us via: https://t.co/0lXOd9FLOV and we will have this checked. 

Please don't provide your order details, we consider it personal information. Our Twitter page is visible to public. ^KS"
373966,.@115821 when u sign up for #subscribeandsave and your stuff NEVER COMES. 😡 Wife.Not.Happy 🙈🙉,@204637 I'm very sorry for this issue. Can you tell us more without posting order or account details? ^DO
1271544,"Por mais empresas como a @117086! Quanta eficiência! Compra num dia, entrega no outro! 👏👏👏👏",@417682 Olá May! Você aproveitou as promoções do Black Friday? ^JJ
2952359,"Hola @116928 una pregunta.
Cuando tengo algo en reserva, ¿el pago se efectua automaticamente el dia del lanzamiento o al realizar la reserva? O me avisan el dia de lanzamiento para pagarlo?
El problema es que lo tengo en amazon.de y no entiendo demasiado. Gracias!","@815208 Hola, quando compras algo en amazon.de, lo pagas automaticamente el día del lanzamiento. ^AW"
551973,I been having way too many of my packages from Amazon coming delayed. This is why I pay for PRIME,"@248661 Hi there, sorry to hear you are not having a good experience. Have your orders missed the delivery date listed in your confirmation e-mails? ^AP"
1297486,@115850 if i pay for an order and then cancel 1 item how do i get back the price of cancelled item?,"@423201 I'm glad you were able to figure it out, Dylan. Do keep us posted for further concerns. ^HD"
2799291,Amazon プライムビデオと fire TV stickの相性はとても素晴らしい。さらにこの上でシームレスにdーアニメとかニコ動も観れるから便利すぎるわ。買ってよかったです(*´ω`*),"@781008 そのようにおっしゃっていただき、ありがとうございます！
ぜひごゆっくりお楽しみください😊✨ YM"
2644533,"Usually when you order an item &amp; the @115821 order page says ""out for delivery"" that means it is in the same state. MY PACKAGE IS IN PA #WTF",@746165 That's strange! What's the delivery date shown in your order confirmation e-mail here: https://t.co/d2uRHIWXhf? ^JM
1721630,"@115821 I PAID for shipping to get my package today but it says it’s delayed until tomorrow, which I wouldn’t have had to pay for. COOL",@353675 I'm sorry to hear about your experience!  Please contact us via phone or chat so we can further assist:
1119240,"@129773 hi, error code AMZ-99-WLR:GB on Samsung TV and your app won't load. Never happened before. What do I do please?","@384079 Hey, Richard. Sorry for the trouble! To confirm, did your TV come with the Amazon app pre-installed? ^LB"
179722,@AmazonHelp  hi i preordered star wars battle front II and you sent an email with beta code but its not working,@158322 Sorry to hear this. Please get in touch with EA for assistance with this issue. ^RL
1078143,@120533 c'est possible de faire une commande sur https://t.co/SknSnSXQ7W ? Car j'ai trouvé un truc pour ma voiture et c'est urgent :(,"@374343 Toutefois, vous pouvez ouvrir un compte utilisant la même adresse e-mail et le même mot de passe que sur Amazon.fr. 2/2
^MD @374343 Bonjour, chaque site Amazon est indépendant. Pour https://t.co/st4oU5QbhP, vous devez ouvrir un nouveau compte. 1/2
^MD"
2894571,@115821 is playing with my emotions. I’ve been waiting on LEGO Marvel Superheroes 2 to go on sale all weekend but now that it has it is sold out. Y’all need an alert for sale items 😡,"@802189 Hi, sorry to hear you missed out on this item. Which console were you trying to order it for? ^BZ"
2569449,Thanks @115821 my package didn’t deliver as promised by your logistics company. This is the second order this has happened on. @115851,@728757 I'm sorry your order hasn't arrived! We'd like to see how we can help so please provide your info here: https://t.co/8tZPCogfKZ ^DD
327076,@AmazonHelp how do I get a refund for a service appointment one of your technicians bailed on?,@193944 I'm sorry for the frustration. Please give us a call so we can help you with this: https://t.co/hApLpMlfHN ^JF
2657703,"@AmazonHelp please check #225237004779 , Courier guy phone switched off!","@184745 Also, please don't provide your order/account details as we consider them to be personal information. ^HK @184745 Please connect with us here: https://t.co/vlvfJr4nN9 and we'll take a closer look at this. ^HK"
1262821,Bad service by @115850 for ORDER # 406-4831482-7248330 placed on 6-Aug-17. #LostLoyalCustomer,"@415763 Please don't provide your order details, we consider it personal information. Our page is visible to the public. (2/2)^MN"
2216870,@115821 dear concern I returned a damaged rcvd product last week still waiting for my refund. When call customer care they say within 24hrs you ll get the refund. Can some one please help https://t.co/0fA6lxKDwn,@647670 We've responded to your concern here: https://t.co/j3VI4wJQu7 please check. ^KA
577785,朝amazonで注文したのにお支払い番号が届かないとは,@256001 突然失礼いたします、公式サポートです。お支払い番号は商品によって発行時期が異なります。また、発行済みの場合は、アカウントサービスの注文履歴から番号を確認することが可能です。発行タイミングなど詳しくはリンクのヘルプページをご参照ください。https://t.co/7XGrxNphFt TN
2394524,Fire TV Stick買ったからテレビでAbema TVでアニメ24時間流し放題だ！ https://t.co/YHoEexM0Nj,"@689345 |´-`)ﾁﾗｯ　Fire TV Stickをご購入いただきありがとうございました！
エヴァもヨシヒコも見放題ですね😄　末永くご愛用いただければ幸いです🙏 HM"
1153315,@115850 There were no delivery signs taken by the delivery guys during recent deliveries. Is this is change in process?,"@391366 That is unusual, Arnov. You need to sign for the delivery. Could you please let us know what were the delivery carriers ? ^KS"
544415,@115850 his no.is +918169450792 https://t.co/JVT5p2WtRt,"@246492 We apologize for the unpleasant experience you had. Kindly connect with our support team here: https://t.co/rS49hgaADF and we'll assist you accordingly. 1/2 ^VH @246492 Please don't provide your order details, we consider it to be personal information. Our page is visible to the public. 2/2 ^VH"
1060430,"@115850 Does Kindle support Kannada (Unicode rendering) now?
When will I be able to read ಕನ್ನಡ ಕಥೆಗಳು in kindle?","@370371 We'd like to look into this, Dinamaṇi. Kindly connect with our Kindle support team here: https://t.co/tc3VJIYzxn ^MA"
1735297,When @115830 ask for packaging feedback.....! https://t.co/PProKlreFZ,"@523984 Sorry for the excessive packaging, Regan! Visit here to let us know how we can do better: https://t.co/gzAwmBe9nu ^MW"
2770680,Gracias @116928 https://t.co/4mEP3N0ZQU,"@774539 Hola Esteka, esperamos te encuentres bien. ¿Cuándo comenzarás la prueba gratuita? ^AZ"
473247,"Amazonさーん……プライムしなかったけども……
予約までして当日に届かない悲しみ",@227690 リプライ失礼いたします、Amazon公式アカウントです。恐れ入りますが、予約商品であっても発売日のお届けを確約しておりません。https://t.co/vwDxlbpOLC  なお、一定の条件を満たして注文された場合は、お届けできます。https://t.co/f3TKbgOOgv HM
1490329,デリバリープロバイダ（TMG）ついに24時近くに配達してきて、寝てたし怖かったから出なかった。こんな不在届置いて行くって変なことしているという自覚がないのかも。アマゾン定期便はTMGで配達されてしまうから、解除して毎回日時指定で頼もうかな…。 https://t.co/9sIwbUp1TZ,"@466115 ツイート拝見しました、Amazonです。
配送業者から夜遅くの配達があったとのこと、誠に申し訳ございません。今後同様のことがないよう担当部署に報告のうえ、改善に努めさせていただきます。　MH"
1520126,"Wow, are you for real, @115821 ? That box was the only one that this little stamp set could fit it?? https://t.co/GdFuiCz1zW",@472571 We're always looking to improve! You can help us do so by leaving your packaging feedback here: https://t.co/mQLmHT4QqR ^HC
2611599,"@115850 Amazon.in only focusing on their advertisement. Customers satisfaction is valueless. 
I ordered on 2nd Nov (Order # 408-5004540-9464312) . It is still not delivered. They updated wrong tracking info.","@738471 I'm sorry for the delay, please fill this form: https://t.co/beaaDm0muc and we'll get back to you soon. ^SI"
605218,"@120474 hi, i ordered peter kay tickets will they be posted to me or do i have to collect? thanks","@263851 Hi, by default tickets will be posted to your delivery address. Just to let you know, if your tickets have not arrived 5 days before the event, get in touch and we can arrange a collection for you! ^TI"
30496,"Someone opened my amazon package, and retaped it. I don't know if it was the delivery driver or someone in the neighborhood",@122714 I'm sorry your package was tampered with. Was there any damage to the items in the package? ^EM
350623,"@115850  i have made atleast 20 calls to the Amazon customer care to get refund for a poor product and got refund in two

Best Regards https://t.co/EpAfYIqtQj",@199254 I'm sorry but I couldn't follow you statement. Could you please elaborate on the last part? ^HA
2161978,"@AmazonHelp can you please advise how can I collect my order 
Courier: Amazon Transportation Services
Tracking #: 511374731754","@373357 Certainly we'd assist, you may reach us here: https://t.co/vlvfJr4nN9 for more support with this. 1/2 ^RS"
2144503,"@115821 ""Cambridge"" locker in the grocery store not showing up when I try to return my items using the drop-off method.",@630492 Thanks for reaching out. The Amazon Locker may be unavailable. Check here for more info: https://t.co/10I4jugYrb  ^FJ
1887323,"@AmazonHelp Hi. I've 3 items that were due to be dispatched on Monday, and I've not been charged for them, let alone them being dispatched.","@562894 Hi, were you sent a delivery estimate for the items? ^AS"
